id,title,year,medium,price,dimensions,image,description
1,Another World,2026,Acrylic on linen fabric,17000 EGP,120 Ã 200 cm,https://res.cloudinary.com/dz7wu111o/image/upload/v1777284743/vr8bw1bftsbke0fbydld.jpg,"Original one-of-a-kind artwork Â· Natural wood frame, color upon request Â· Free delivery handled personally by the artist"
